Airport Name,Aircraft Make Model,Effect Amount of damage,Flight Date,Aircraft Airline Operator,Origin State,Phase of flight,Wildlife Size,Wildlife Species,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots
PORT COLUMBUS INTL,DORNIER 328,Substantial,2002-04-04,ATLANTIC COAST AIRLINES,Ohio,Climb,Medium,Unknown bird - medium,Night,0,0,0,
NEW ORLEANS INTL,B-737,Medium,2002-04-04,SOUTHWEST AIRLINES,Louisiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,
NEW ORLEANS INTL,B-737,None,2002-04-04,SOUTHWEST AIRLINES,Louisiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,
SEATTLE-TACOMA INTL,DHC8 DASH 8,None,2002-04-04,HORIZON AIR,Washington,Climb,Small,Unknown bird - small,Night,0,0,0,200
CHICAGO O'HARE INTL ARPT,EMB-145,None,2002-04-06,AMERICAN EAGLE AIRLINES,Illinois,Climb,Medium,Red-tailed hawk,Dusk,0,0,0,230
DALLAS/FORT WORTH INTL ARPT,FOKKER F100,None,2002-04-06,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,145
CLEVELAND-HOPKINS INTL ARPT,EMB-145,Minor,2002-04-07,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Climb,Large,Unknown bird - large,Dusk,0,0,0,
CHICAGO O'HARE INTL ARPT,EMB-145,None,2002-04-07,AMERICAN EAGLE AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,135
DALLAS/FORT WORTH INTL ARPT,A-320,None,2002-04-07,UNITED AIRLINES,Texas,Landing Roll,Medium,Ring-billed gull,Dusk,0,0,0,
KANSAS CITY INTL,A-319,Medium,2002-04-08,AMERICA WEST AIRLINES,Missouri,Climb,Medium,Unknown bird - medium,Night,0,0,0,250
HONOLULU INTL ARPT,KC-135R,None,2002-04-08,MILITARY,Hawaii,Take-off run,Medium,Unknown bird or bat,Night,0,0,0,160
SAN ANTONIO INTL,MD-80,None,2002-04-09,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,131
DALLAS/FORT WORTH INTL ARPT,B-727,None,2002-04-09,FEDEX EXPRESS,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,135
PHOENIX SKY HARBOR,B-737-200,None,2002-04-10,AMERICA WEST AIRLINES,Arizona,Approach,Medium,Unknown bird - medium,Night,0,0,0,120
LOGAN INTL,A-320,None,2002-04-10,AMERICA WEST AIRLINES,Massachusetts,Landing Roll,Small,Unknown bird - small,Dawn,0,0,0,
CHICAGO O'HARE INTL ARPT,MD-80,None,2002-04-10,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,250
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,None,2002-04-10,DELTA AIR LINES,Kentucky,Take-off run,Small,Unknown bird - small,Day,0,0,0,
WASHINGTON DULLES INTL ARPT,CL-RJ100/200,None,2002-04-11,ATLANTIC COAST AIRLINES,DC,Climb,Medium,Unknown bird - medium,Day,0,0,0,
MINNEAPOLIS-ST PAUL INTL,C-560,None,2002-04-11,BUSINESS,Minnesota,Climb,Small,Unknown bird - small,Day,0,0,0,200
LIHUE ARPT,B-717-200,None,2002-04-12,HAWAIIAN AIR,Hawaii,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,120
NEWARK LIBERTY INTL ARPT,MD-80,None,2002-04-12,DELTA AIR LINES,New Jersey,Landing Roll,Small,American kestrel,Day,0,0,0,
GEORGE BUSH INTERCONTINENTAL,A-320,None,2002-04-12,AMERICA WEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,MD-82,None,2002-04-13,AMERICAN AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,100
DALLAS/FORT WORTH INTL ARPT,MD-80,Minor,2002-04-14,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,240
GEORGE BUSH INTERCONTINENTAL,A-320,None,2002-04-14,AMERICA WEST AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,250
MINNEAPOLIS-ST PAUL INTL,A-320,Medium,2002-04-14,AMERICA WEST AIRLINES,Minnesota,Approach,Small,Unknown bird - small,Night,0,0,0,140
CLEVELAND-HOPKINS INTL ARPT,B-737-300,None,2002-04-14,SOUTHWEST AIRLINES,Ohio,Approach,Small,Unknown bird - small,Night,0,0,0,210
MEMPHIS INTL,A-300,None,2002-04-14,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,140
GREATER PITTSBURGH,B-737-300,None,2002-04-15,US AIRWAYS*,Pennsylvania,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,130
KANSAS CITY INTL,B-737-200,None,2002-04-15,FRONTIER AIRLINES,Missouri,Descent,Medium,Unknown bird - medium,Night,0,0,0,240
WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,None,2002-04-15,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Dawn,0,0,0,
NEW ORLEANS INTL,B-737-200,None,2002-04-15,SOUTHWEST AIRLINES,Louisiana,Approach,Small,Chimney swift,Day,0,0,0,130
HOUSTON-HOBBY,B-737-300,Minor,2002-04-16,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,240
HOUSTON-HOBBY,B-737-200,None,2002-04-16,SOUTHWEST AIRLINES,Texas,Descent,Small,Unknown bird - small,Day,0,0,0,210
SAN FRANCISCO INTL ARPT,B-737-300,None,2002-04-16,UNITED AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
LOS ANGELES INTL,A-320,None,2002-04-16,AMERICA WEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,150
WASHINGTON DULLES INTL ARPT,CL-RJ100/200,None,2002-04-16,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,155
CHARLESTON AFB/INTL ARPT,DORNIER 328,None,2002-04-16,ATLANTIC COAST AIRLINES,South Carolina,Approach,Small,Unknown bird - small,Night,0,0,0,125
CHICAGO MIDWAY INTL ARPT,B-737-700,None,2002-04-17,SOUTHWEST AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,200
BALTIMORE WASH INTL,B-737-700,None,2002-04-17,SOUTHWEST AIRLINES,Maryland,Approach,Small,Unknown bird - small,Night,0,0,0,130
NEWARK LIBERTY INTL ARPT,DC-10,None,2002-04-18,FEDEX EXPRESS,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,
LIHUE ARPT,B-737-200,None,2002-04-18,ALOHA AIRLINES,Hawaii,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
DENVER INTL AIRPORT,BE-1900,None,2002-04-19,GREAT LAKES AIRLINES,Colorado,Climb,Small,Rock pigeon,Day,0,0,0,120
LOS ANGELES INTL,B-737-700,None,2002-04-20,SOUTHWEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,135
LOUISVILLE INTL ARPT,B-757-200,None,2002-04-20,UPS AIRLINES,Kentucky,Approach,Medium,Unknown bird - medium,Night,0,0,0,140
LAMBERT-ST LOUIS INTL,MD-80,Medium,2002-04-21,AMERICAN AIRLINES,Missouri,Approach,Large,Canada goose,Day,0,0,0,126
PORTLAND INTL (OR),DHC8 DASH 8,None,2002-04-21,HORIZON AIR,Oregon,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
SACRAMENTO INTL,A-320,None,2002-04-22,UNITED AIRLINES,California,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,
PHOENIX SKY HARBOR,B-737-300,None,2002-04-22,AMERICA WEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Night,0,0,0,180
METRO OAKLAND INTL,MD-11,None,2002-04-22,FEDEX EXPRESS,California,Descent,Small,Unknown bird - small,Night,0,0,0,
PORTLAND INTL (OR),B-757-200,Minor,2002-04-23,UNITED AIRLINES,Oregon,Take-off run,Medium,Red-tailed hawk,Day,0,317,317,180
SACRAMENTO INTL,B-737-300,None,2002-04-23,AMERICA WEST AIRLINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,
RONALD REAGAN WASHINGTON NATL,A-319,None,2002-04-23,US AIRWAYS*,DC,Climb,Small,Unknown bird - small,Day,0,0,0,170
CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,None,2002-04-23,US AIRWAYS*,North Carolina,Landing Roll,Small,Unknown bird - small,Day,0,0,0,
FORT LAUDERDALE/HOLLYWOOD INTL,B-757-200,None,2002-04-23,AMERICAN AIRLINES,Florida,Climb,Small,Unknown bird - small,Dusk,0,0,0,150
FORT LAUDERDALE/HOLLYWOOD INTL,B-737-700,None,2002-04-23,SOUTHWEST AIRLINES,Florida,Approach,Small,Unknown bird - small,Night,0,0,0,180
INDIANAPOLIS INTL,B-737-700,None,2002-04-23,SOUTHWEST AIRLINES,Indiana,Approach,Small,Unknown bird - small,Night,0,0,0,180
NEWARK LIBERTY INTL ARPT,DORNIER 328,None,2002-04-24,ATLANTIC COAST AIRLINES,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,180
MEMPHIS INTL,B-727-100,None,2002-04-24,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,175
HOUSTON-HOBBY,B-737-700,None,2002-04-24,SOUTHWEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,270
DALLAS/FORT WORTH INTL ARPT,B-757-200,None,2002-04-24,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,132
HOUSTON-HOBBY,B-737-200,None,2002-04-24,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,180
CHICAGO MIDWAY INTL ARPT,B-737-300,None,2002-04-25,SOUTHWEST AIRLINES,Illinois,Landing Roll,Medium,Ring-billed gull,Day,0,0,0,100
DALLAS/FORT WORTH INTL ARPT,A-300,None,2002-04-25,UPS AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,
LIHUE ARPT,B-717-200,None,2002-04-25,HAWAIIAN AIR,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,B-737-300,None,2002-04-25,US AIRWAYS*,North Carolina,Approach,Small,European starling,Day,0,0,0,135
GREATER PITTSBURGH,B-737-300,None,2002-04-25,US AIRWAYS*,Pennsylvania,Landing Roll,Small,Unknown bird - small,Dusk,0,0,0,60
ORLANDO INTL,B-737-700,None,2002-04-25,SOUTHWEST AIRLINES,Florida,Climb,Small,Unknown bird - small,Night,0,0,0,230
SACRAMENTO INTL,B-737-400,Medium,2002-04-26,ALASKA AIRLINES,California,Climb,Small,European starling,Day,0,0,0,140
RONALD REAGAN WASHINGTON NATL,A-320,None,2002-04-26,US AIRWAYS*,DC,Climb,Small,Unknown bird - small,Day,0,0,0,
FORT LAUDERDALE/HOLLYWOOD INTL,CL-600,Medium,2002-04-27,BUSINESS,Florida,Approach,Large,Turkey vulture,Day,0,0,0,170
LIHUE ARPT,B-717-200,None,2002-04-27,HAWAIIAN AIR,Hawaii,Take-off run,Small,Pacific golden-plover,Day,0,0,0,180
GEORGE BUSH INTERCONTINENTAL,A-320,None,2002-04-27,AMERICA WEST AIRLINES,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,210
MEMPHIS INTL,A-300,None,2002-04-28,FEDEX EXPRESS,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,
NASHVILLE INTL,B-737-300,None,2002-04-28,US AIRWAYS*,Tennessee,Approach,Small,American robin,Day,0,0,0,145
HOUSTON-HOBBY,B-737,None,2002-04-28,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,245
NEW ORLEANS INTL,A-319,None,2002-04-28,US AIRWAYS*,Louisiana,Climb,Small,European starling,Day,0,0,0,180
FORT LAUDERDALE/HOLLYWOOD INTL,A-320,None,2002-04-29,AIR CANADA,Florida,Approach,Small,Unknown bird - small,Day,0,0,0,
PORT COLUMBUS INTL,B-737-300,None,2002-04-29,UNITED AIRLINES,Ohio,Approach,Small,Mourning dove,Night,0,0,0,
PORTLAND INTL (OR),F-15A,None,2002-04-30,MILITARY,Oregon,Approach,Medium,Unknown bird - medium,Day,0,0,0,150
MEMPHIS INTL,DC-10,None,2002-04-30,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,
LAMBERT-ST LOUIS INTL,B-737-300,None,2002-04-30,UNITED AIRLINES,Missouri,Descent,Medium,Unknown bird - medium,Night,0,0,0,250
WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,None,2002-04-30,ATLANTIC COAST AIRLINES,DC,Landing Roll,Small,Eastern meadowlark,Dawn,0,0,0,100
RONALD REAGAN WASHINGTON NATL,A-320,None,2002-04-30,US AIRWAYS*,DC,Approach,Small,Unknown bird - small,Day,0,0,0,
MINETA SAN JOSE INTL,B-737-500,None,2002-04-30,SOUTHWEST AIRLINES,California,Climb,Small,Unknown bird - small,Day,0,0,0,160
NEW ORLEANS INTL,A-320,None,2002-05-01,UNITED AIRLINES,Louisiana,Approach,Medium,Unknown bird - medium,Day,0,0,0,
INDIANAPOLIS INTL,DC-10-10,None,2002-05-01,FEDEX EXPRESS,Indiana,Approach,Medium,Unknown bird - medium,Night,0,0,0,210
CLEVELAND-HOPKINS INTL ARPT,B-737-300,None,2002-05-01,UNITED AIRLINES,Ohio,Approach,Medium,Unknown bird - medium,Night,0,0,0,170
MEMPHIS INTL,B-727-200,None,2002-05-01,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,
WASHINGTON DULLES INTL ARPT,CL-RJ100/200,None,2002-05-01,AIR CANADA,DC,Climb,Medium,Unknown bird - medium,Night,0,0,0,220
BALTIMORE WASH INTL,EMB-135,None,2002-05-01,AMERICAN EAGLE AIRLINES,Maryland,Approach,Small,Unknown bird - small,Day,0,0,0,230
PHOENIX SKY HARBOR,A-320,Minor,2002-05-01,AMERICA WEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Night,0,0,0,240
RONALD REAGAN WASHINGTON NATL,CL-RJ100/200,None,2002-05-01,AIR CANADA,DC,Approach,Small,Unknown bird - small,Night,0,0,0,140
CHARLESTON AFB/INTL ARPT,C-17A,None,2002-05-02,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,230
ATLANTA INTL,B-727-100,None,2002-05-02,FEDEX EXPRESS,Georgia,Climb,Medium,Unknown bird - medium,Night,0,0,0,
MEMPHIS INTL,A-300,None,2002-05-02,FEDEX EXPRESS,Tennessee,Descent,Medium,Unknown bird - medium,Night,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,DORNIER 328,None,2002-05-02,ATLANTIC COAST AIRLINES,Kentucky,Approach,Small,Mourning dove,Dawn,0,0,0,
SAN FRANCISCO INTL ARPT,B-767-300,None,2002-05-02,AMERICAN AIRLINES,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,140
ATLANTA INTL,DC-8-61,None,2002-05-02,ABX AIR,Georgia,Approach,Small,Unknown bird - small,Night,0,0,0,150
DENVER INTL AIRPORT,B-737-300,None,2002-05-03,AMERICA WEST AIRLINES,Colorado,Approach,Medium,Unknown bird - medium,Day,0,0,0,140
METRO OAKLAND INTL,C-172,None,2002-05-03,BUSINESS,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,85
GREATER PITTSBURGH,B-737-400,None,2002-05-03,US AIRWAYS*,Pennsylvania,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,110
CHICAGO O'HARE INTL ARPT,DORNIER 328,None,2002-05-03,AIR WISCONSIN AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Night,0,0,0,
GEORGE BUSH INTERCONTINENTAL,CL-RJ100/200,None,2002-05-03,SKYWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,145
SACRAMENTO INTL,B-737-300,None,2002-05-03,AMERICA WEST AIRLINES,California,Climb,Small,Unknown bird - small,Day,0,0,0,
DETROIT METRO WAYNE COUNTY ARPT,A-320,None,2002-05-03,AMERICA WEST AIRLINES,Michigan,Take-off run,Small,Unknown bird - small,Day,0,0,0,150
LAMBERT-ST LOUIS INTL,A-319,None,2002-05-03,AMERICA WEST AIRLINES,Missouri,Approach,Small,Unknown bird - small,Night,0,0,0,
HOUSTON-HOBBY,B-737-300,None,2002-05-04,SOUTHWEST AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Dusk,0,0,0,230
LAGUARDIA NY,A-319,None,2002-05-04,US AIRWAYS*,New York,Approach,Small,Rock pigeon,Day,0,0,0,165
LOGAN INTL,EMB-135,None,2002-05-04,AMERICAN EAGLE AIRLINES,Massachusetts,Approach,Small,Unknown bird - small,Night,0,0,0,140
LAGUARDIA NY,CL-RJ100/200,None,2002-05-05,COMAIR AIRLINES,New York,Climb,Large,Unknown bird - large,Night,0,0,0,
GEORGE BUSH INTERCONTINENTAL,MD-82,None,2002-05-05,AMERICAN AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Day,0,0,0,210
SEATTLE-TACOMA INTL,B-757-200,None,2002-05-05,AMERICAN AIRLINES,Washington,Approach,Medium,Unknown bird - medium,Night,0,0,0,
PORTLAND INTL (OR),CL-RJ100/200,None,2002-05-05,HORIZON AIR,Oregon,Take-off run,Small,Tree swallow,Day,0,0,0,
ATLANTA INTL,A-320,None,2002-05-05,AMERICA WEST AIRLINES,Georgia,Approach,Small,Unknown bird - small,Night,0,0,0,200
BALTIMORE WASH INTL,B-757-200,None,2002-05-05,AMERICAN AIRLINES,Maryland,Approach,Small,Mourning dove,Night,0,0,0,180
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,None,2002-05-06,COMAIR AIRLINES,Kentucky,Climb,Small,Unknown bird - small,Day,0,0,0,170
LOS ANGELES INTL,B-767-300,None,2002-05-06,AMERICAN AIRLINES,California,Landing Roll,Small,Unknown bird - small,Day,0,0,0,130
WASHINGTON DULLES INTL ARPT,B-727,None,2002-05-07,FEDEX EXPRESS,DC,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,
JOHN F KENNEDY INTL,B-767-200,None,2002-05-07,AMERICAN AIRLINES,New York,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140
NEWARK LIBERTY INTL ARPT,DC-10,None,2002-05-07,FEDEX EXPRESS,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,
MEMPHIS INTL,DC-10,None,2002-05-07,FEDEX EXPRESS,Tennessee,Descent,Medium,Unknown bird - medium,Night,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,B-52H,None,2002-05-07,MILITARY,Louisiana,Approach,Small,American kestrel,Day,0,0,0,160
KANSAS CITY INTL,MD-80,None,2002-05-07,AMERICAN AIRLINES,Missouri,Take-off run,Small,Unknown bird - small,Day,0,0,0,135
AUSTIN-BERGSTROM INTL,B-757-200,None,2002-05-07,AMERICAN AIRLINES,Texas,Take-off run,Small,Rock pigeon,Day,0,0,0,
DENVER INTL AIRPORT,A-300,None,2002-05-08,FEDEX EXPRESS,Colorado,Climb,Medium,Unknown bird - medium,Day,0,0,0,
JOHN F KENNEDY INTL,B-737-200,None,2002-05-08,DELTA AIR LINES,New York,Climb,Medium,Unknown bird - medium,Day,0,0,0,210
MEMPHIS INTL,MD-11,None,2002-05-08,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,
SALT LAKE CITY INTL,DC-10-10,None,2002-05-08,FEDEX EXPRESS,Utah,Approach,Small,Unknown bird - small,Day,0,0,0,
LIHUE ARPT,AEROS 350,None,2002-05-08,BUSINESS,Hawaii,Climb,Small,Unknown bird - small,Day,0,0,0,60
PHOENIX SKY HARBOR,A-319,None,2002-05-08,AMERICA WEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Night,0,0,0,250
PHOENIX SKY HARBOR,B-737-500,Minor,2002-05-09,SOUTHWEST AIRLINES,Arizona,Climb,Medium,Unknown bird - medium,Night,0,0,0,250
MEMPHIS INTL,B-727,None,2002-05-09,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,
WILL ROGERS WORLD ARPT,B-727,None,2002-05-09,FEDEX EXPRESS,Oklahoma,Descent,Medium,Unknown bird - medium,Night,0,0,0,160
RONALD REAGAN WASHINGTON NATL,DORNIER 328,None,2002-05-09,PSA AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,120
WILL ROGERS WORLD ARPT,T-1A,None,2002-05-09,MILITARY,Oklahoma,Take-off run,Small,Killdeer,Day,0,0,0,110
WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,None,2002-05-09,ATLANTIC COAST AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,122
BALTIMORE WASH INTL,B-737-300,None,2002-05-09,SOUTHWEST AIRLINES,Maryland,Climb,Small,Unknown bird - small,Night,0,0,0,210
SACRAMENTO INTL,B-737-200,Minor,2002-05-10,AMERICA WEST AIRLINES,California,Climb,Medium,American crow,Dawn,0,0,0,143
LOUISVILLE INTL ARPT,B-737-300,None,2002-05-10,US AIRWAYS*,Kentucky,Landing Roll,Medium,Unknown bird - medium,Dusk,0,0,0,
PHILADELPHIA INTL,A-319,None,2002-05-10,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,145
METRO OAKLAND INTL,A-300,None,2002-05-10,FEDEX EXPRESS,California,Descent,Medium,Unknown bird - medium,Night,0,0,0,250
CHICAGO O'HARE INTL ARPT,B-757-200,None,2002-05-10,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,180
JOHN F KENNEDY INTL,B-767-200,None,2002-05-11,AMERICAN AIRLINES,New York,Landing Roll,Medium,Herring gull,Day,0,0,0,110
PORTLAND INTL (OR),B-737-500,None,2002-05-11,UNITED AIRLINES,Oregon,Approach,Small,American kestrel,Day,0,0,0,124
DALLAS/FORT WORTH INTL ARPT,CL-RJ100/200,None,2002-05-11,AMERICAN EAGLE AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140
DENVER INTL AIRPORT,B-777-200,None,2002-05-12,UNITED AIRLINES,Colorado,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,130
CLEVELAND-HOPKINS INTL ARPT,EMB-145,None,2002-05-12,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Take-off run,Medium,Ring-billed gull,Day,0,0,0,
SAN ANTONIO INTL,B-737-300,None,2002-05-12,SOUTHWEST AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,135
JOHN F KENNEDY INTL,A-300,Substantial,2002-05-12,AMERICAN AIRLINES,New York,Take-off run,Small,Rock pigeon,Day,0,0,0,110
HONOLULU INTL ARPT,B-717-200,None,2002-05-12,HAWAIIAN AIR,Hawaii,Approach,Small,Unknown bird - small,Day,0,0,0,130
DENVER INTL AIRPORT,B-737-300,None,2002-05-12,AMERICA WEST AIRLINES,Colorado,Climb,Small,Unknown bird - small,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-757-200,None,2002-05-12,DELTA AIR LINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,A-10A,None,2002-05-13,MILITARY,Louisiana,Parked,Medium,Unknown bird or bat,Dawn,0,0,0,0
ATLANTA INTL,B-767-300,None,2002-05-13,DELTA AIR LINES,Georgia,Approach,Small,Unknown bird - small,Day,0,0,0,135
PHOENIX SKY HARBOR,B-737-700,None,2002-05-13,SOUTHWEST AIRLINES,Arizona,Approach,Small,Unknown bird - small,Night,0,0,0,250
PORTLAND INTL (OR),A-319,None,2002-05-13,FRONTIER AIRLINES,Oregon,Approach,Small,Unknown bird - small,Night,0,0,0,180
METRO OAKLAND INTL,B-737-300,None,2002-05-13,UNKNOWN,California,Descent,Small,Unknown bird - small,Night,0,0,0,230
LIHUE ARPT,B-737-200,None,2002-05-13,ALOHA AIRLINES,Hawaii,Take-off run,Small,Unknown bird - small,Night,0,0,0,116
MEMPHIS INTL,A-300,None,2002-05-14,FEDEX EXPRESS,Tennessee,Climb,Medium,Unknown bird - medium,Day,0,0,0,
MEMPHIS INTL,A-300,None,2002-05-14,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,
SAN ANTONIO INTL,FOKKER F100,None,2002-05-14,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Dawn,0,0,0,190
HONOLULU INTL ARPT,B-737-200,None,2002-05-14,ALOHA AIRLINES,Hawaii,Take-off run,Small,Unknown bird - small,Day,0,0,0,140
EPPLEY AIRFIELD,B-737-300,None,2002-05-14,SOUTHWEST AIRLINES,Nebraska,Approach,Small,Unknown bird - small,Night,0,0,0,190
WILL ROGERS WORLD ARPT,C-130H,None,2002-05-15,MILITARY,Oklahoma,Approach,Medium,Unknown bird - medium,Day,0,0,0,130
MEMPHIS INTL,A-300,None,2002-05-15,FEDEX EXPRESS,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,
MEMPHIS INTL,A-310,None,2002-05-15,FEDEX EXPRESS,Tennessee,Climb,Medium,Unknown bird - medium,Night,0,0,0,
MINETA SAN JOSE INTL,MD-80,None,2002-05-15,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Day,0,0,0,
DETROIT METRO WAYNE COUNTY ARPT,FOKKER F100,None,2002-05-15,AMERICAN AIRLINES,Michigan,Approach,Small,Unknown bird - small,Night,0,0,0,230
LOGAN INTL,A-300,None,2002-05-16,UPS AIRLINES,Massachusetts,Landing Roll,Large,Unknown bird - large,Dawn,0,0,0,
DETROIT METRO WAYNE COUNTY ARPT,B-737-800,None,2002-05-16,AMERICAN AIRLINES,Michigan,Approach,Medium,Unknown bird - medium,Night,0,0,0,200
DETROIT METRO WAYNE COUNTY ARPT,B-727-200,None,2002-05-16,FEDEX EXPRESS,Michigan,Climb,Medium,Unknown bird - medium,Night,0,0,0,
LOUISVILLE INTL ARPT,B-737-300,None,2002-05-16,SOUTHWEST AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,B-1B,None,2002-05-16,MILITARY,Louisiana,Approach,Small,Barn swallow,Day,0,0,0,235
NEWARK LIBERTY INTL ARPT,MD-80,None,2002-05-16,DELTA AIR LINES,New Jersey,Approach,Small,Unknown bird - small,Night,0,0,0,140
LAGUARDIA NY,B-757-200,None,2002-05-16,AMERICAN AIRLINES,New York,Approach,Small,Unknown bird - small,Night,0,0,0,160
PORTLAND INTL (OR),A-320,None,2002-05-16,AMERICA WEST AIRLINES,Oregon,Approach,Small,Unknown bird - small,Night,0,0,0,134
NASHVILLE INTL,FOKKER F100,None,2002-05-16,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Night,0,0,0,130
WILL ROGERS WORLD ARPT,B-727-200,None,2002-05-17,FEDEX EXPRESS,Oklahoma,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,
PORTLAND INTL (OR),C-560,None,2002-05-17,UNKNOWN,Oregon,Take-off run,Medium,Red-tailed hawk,Day,0,0,0,
MEMPHIS INTL,B-727-200,None,2002-05-17,FEDEX EXPRESS,Tennessee,Descent,Medium,Unknown bird - medium,Night,0,0,0,
GREATER PITTSBURGH,B-727-100,None,2002-05-17,FEDEX EXPRESS,Pennsylvania,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,110
